Temperature_Sensor_Sample_Input,Humidity_Sensor_Sample_Input,Light_Sensor_Sample_Input,CO2_Sensor_Sample_Input,HumidityRatio_Sensor_Sample_Input,Golden_Reference_Occupancy,Python_Predicted_Occupancy
3,17,0,2,4,0,0
5,16,0,1,3,0,0
5,16,0,0,3,0,0
5,16,0,1,3,0,0
4,15,0,2,2,0,0
4,16,0,1,3,0,0
5,17,0,1,5,0,0
5,18,0,3,5,0,0
5,18,0,2,5,0,0
5,18,0,0,5,0,0
5,17,0,1,5,0,0
5,16,0,1,3,0,0
5,16,0,1,3,0,0
5,16,0,2,3,0,0
5,18,0,2,5,0,0
5,16,0,2,4,0,0
5,16,0,1,3,0,0
5,18,0,1,5,0,0
5,16,0,0,4,0,0
5,16,0,2,3,0,0
7,16,0,1,4,0,0
9,16,0,0,5,0,0
11,16,0,0,6,0,0
11,16,0,1,6,0,0
11,16,0,2,6,0,0
11,16,0,1,6,0,0
11,16,0,1,6,0,0
11,14,0,2,5,0,0
11,15,0,1,6,0,0
11,16,0,2,6,0,0
11,16,0,2,6,0,0
11,16,0,1,6,0,0
11,15,0,1,6,0,0
11,16,0,2,6,0,0
10,16,0,2,6,0,0
7,16,0,2,4,0,0
5,16,0,2,4,0,0
5,17,0,3,4,0,0
5,18,0,3,5,0,0
5,18,0,1,5,0,0
5,18,0,1,5,0,0
5,18,0,1,5,0,0
5,18,0,2,5,0,0
3,18,0,2,4,0,0
5,20,0,2,6,0,0
4,20,0,3,5,0,0
2,19,0,1,4,0,0
2,19,0,1,4,0,0
5,21,0,2,7,0,0
0,18,0,3,3,0,0
1,19,0,1,4,0,0
2,20,0,0,5,0,0
0,18,0,1,3,0,0
2,20,0,2,5,0,0
4,20,0,2,6,0,0
0,18,0,1,3,0,0
1,19,0,1,4,0,0
0,18,0,1,3,0,0
0,18,0,2,3,0,0
1,19,0,2,4,0,0
0,18,0,3,3,0,0
0,19,0,3,3,0,0
1,20,0,2,5,0,0
0,21,0,1,5,0,0
0,21,0,3,5,0,0
0,21,0,3,5,0,0
0,21,0,4,5,0,0
0,21,0,3,5,0,0
0,21,0,3,5,0,0
2,19,0,3,4,0,0
5,20,0,3,6,0,0
5,18,0,3,5,0,0
5,18,0,3,5,0,0
5,18,0,2,5,0,0
5,18,0,3,5,0,0
5,18,0,2,5,0,0
5,18,0,2,5,0,0
6,18,0,3,6,0,0
9,16,0,4,5,0,0
8,17,0,3,6,0,0
8,16,0,3,5,0,0
6,18,0,1,5,0,0
6,18,0,2,5,0,0
5,18,0,3,5,0,0
5,18,0,2,5,0,0
5,18,32,3,5,1,0
5,20,62,3,6,1,0
5,23,65,4,8,1,0
5,24,62,6,9,0,0
6,27,62,8,11,0,0
5,29,62,11,13,0,0
6,29,62,10,13,0,0
6,29,62,11,13,1,0
7,29,61,12,14,1,0
11,29,61,11,15,1,0
9,31,62,11,15,1,0
11,33,60,13,18,1,0
11,36,59,17,19,1,0
11,38,60,18,21,1,1
11,42,59,19,24,1,1
11,43,59,20,24,1,1
11,43,60,23,24,1,1
14,46,60,24,28,1,1
18,48,61,25,31,1,1
18,51,61,25,32,1,1
18,52,62,27,33,1,1
18,54,62,28,35,1,1
18,54,61,28,35,1,1
18,54,62,28,35,1,1
18,56,61,29,36,1,1
19,58,61,31,38,1,1
18,60,61,33,39,1,1
18,62,60,35,40,1,1
18,62,60,37,40,1,1
21,62,60,36,42,1,1
21,62,61,37,41,1,1
21,62,62,38,41,1,1
23,62,62,40,42,1,1
24,62,62,41,43,1,1
28,62,62,41,45,1,1
30,61,62,41,45,1,1
30,62,62,42,46,1,1
30,62,62,43,46,1,1
30,62,62,45,46,1,1
32,62,62,45,47,1,1
32,62,62,46,46,1,1
30,65,62,47,48,1,1
33,65,62,49,49,1,1
35,65,62,51,50,1,1
34,65,62,51,50,1,1
34,68,62,52,51,1,1
33,69,62,54,52,1,1
34,70,62,55,53,1,1
35,70,63,56,54,1,1
35,70,63,56,54,1,1
35,71,64,56,55,1,1
35,73,65,56,56,1,1
34,73,65,58,55,1,1
35,73,65,60,56,1,1
35,73,65,62,56,1,1
35,73,65,62,56,1,1
35,73,65,62,56,1,1
35,73,65,62,56,1,1
35,73,65,62,56,1,1
35,73,65,64,56,1,1
35,73,65,64,56,1,1
35,73,65,65,56,1,1
37,73,65,66,57,1,1
35,73,66,68,56,1,1
38,74,65,67,58,1,1
35,73,65,68,56,1,1
41,75,66,71,60,1,1
38,74,66,70,57,1,1
40,75,66,70,59,1,1
41,75,66,70,60,1,1
41,75,66,71,60,1,1
40,74,66,71,59,1,1
40,72,66,69,58,1,1
41,74,66,73,59,1,1
41,75,65,75,60,1,1
41,74,65,75,59,1,1
41,73,64,74,58,1,1
44,73,64,73,60,1,1
41,74,64,75,60,1,1
41,75,64,75,60,1,1
41,77,65,77,61,1,1
41,76,64,77,61,1,1
41,78,65,78,62,1,1
41,78,65,78,62,1,1
41,78,66,79,62,1,1
41,78,65,79,62,1,1
43,78,66,80,63,1,1
47,78,66,82,65,1,1
48,77,66,82,65,1,1
48,76,66,82,64,1,1
49,75,66,83,64,1,1
53,75,66,83,66,1,1
54,75,66,82,66,1,1
54,75,66,81,66,1,1
56,74,66,83,66,0,1
58,75,66,83,68,0,1
60,83,66,85,75,1,1
59,80,67,84,72,1,1
57,76,67,84,68,1,1
59,84,68,85,75,1,1
60,88,67,88,78,1,1
60,89,68,92,79,1,1
62,91,68,93,81,1,1
63,94,67,95,84,1,1
60,99,68,97,86,1,1
60,103,68,98,89,1,1
60,107,67,101,92,1,1
60,108,69,105,93,1,1
60,110,66,107,94,1,1
60,112,65,110,95,1,1
60,113,65,111,96,1,1
61,114,65,114,97,1,1
62,117,66,114,100,1,1
62,119,67,116,101,1,1
61,120,68,116,102,1,1
63,121,68,117,103,1,1
64,121,68,121,104,1,1
66,124,68,122,107,1,1
66,126,68,123,108,1,1
66,127,68,126,109,1,1
67,126,68,128,109,1,1
67,127,68,129,109,1,1
67,127,68,130,109,1,1
70,127,68,130,111,1,1
67,128,69,130,110,1,1
66,130,68,132,111,1,1
69,131,69,131,114,1,1
69,131,69,132,113,1,1
67,133,70,135,114,1,1
72,133,69,137,116,1,1
72,136,69,139,118,1,1
72,135,69,141,118,1,1
72,136,69,141,118,1,1
73,139,69,145,121,1,1
74,139,69,145,122,1,1
73,140,68,145,122,1,1
76,142,68,148,125,1,1
77,143,67,150,126,1,1
78,141,68,150,126,1,1
78,141,69,152,126,1,1
81,152,69,154,135,1,1
81,146,69,158,131,1,1
84,145,69,159,132,1,1
84,145,69,157,132,1,1
84,146,70,157,132,1,1
84,145,71,157,132,1,1
84,146,71,158,133,1,1
84,149,71,158,135,1,1
84,148,71,161,134,1,1
84,147,71,160,133,1,1
84,148,70,161,134,1,1
86,150,71,160,136,1,1
87,152,71,161,138,1,1
88,155,71,163,141,1,1
89,156,71,164,142,1,1
87,156,71,168,141,1,1
90,156,71,169,143,1,1
90,158,71,168,144,1,1
90,162,71,169,147,1,1
90,159,71,172,145,1,1
90,157,72,172,144,1,1
90,159,71,170,145,1,1
90,158,72,170,144,1,1
90,159,73,170,145,1,1
90,158,73,172,144,1,1
90,157,73,171,144,1,1
90,156,72,169,143,1,1
90,158,72,170,145,1,1
90,163,74,172,148,1,1
90,158,72,173,144,1,1
90,159,72,174,145,1,1
91,159,72,173,146,1,1
90,163,72,176,148,1,1
96,162,72,178,150,1,1
91,163,72,181,149,1,1
94,162,72,181,150,1,1
94,163,74,183,151,1,1
92,164,74,184,150,1,1
95,161,74,183,150,1,1
95,162,74,183,150,1,1
96,163,74,182,152,1,1
96,164,73,183,152,1,1
96,167,75,188,154,1,1
99,163,74,189,153,1,1
98,164,74,187,153,1,1
101,167,74,186,157,1,1
102,165,74,187,156,1,1
102,167,75,186,158,1,1
102,168,76,191,158,1,1
102,168,75,193,159,1,1
102,170,76,197,160,1,1
102,171,76,196,160,1,1
102,170,75,197,160,1,1
102,168,75,199,159,1,1
102,169,75,199,159,1,1
102,168,76,196,159,1,1
102,170,77,195,160,1,1
103,170,77,194,161,1,1
102,171,77,196,160,1,1
102,172,77,200,161,1,1
102,172,77,202,161,1,1
102,174,76,199,163,1,1
102,169,77,199,159,1,1
103,168,77,194,159,1,1
105,168,77,196,160,1,1
105,168,77,198,160,1,1
109,168,79,199,162,1,1
107,168,79,199,162,1,1
105,168,79,199,160,1,1
107,168,80,200,161,1,1
109,168,80,199,162,1,1
109,168,79,201,162,1,1
109,165,78,201,160,1,1
109,166,79,200,161,1,1
109,166,80,198,161,1,1
109,167,80,200,162,1,1
110,167,80,200,162,1,1
112,167,80,199,164,1,1
112,169,79,200,165,1,1
115,171,82,202,168,1,1
113,170,81,201,167,1,1
115,171,80,201,168,1,1
115,170,80,201,167,1,1
112,170,80,202,166,1,1
115,171,80,203,168,1,1
114,170,80,203,167,1,1
115,171,80,205,168,1,1
115,170,82,205,167,1,1
115,170,83,204,167,1,1
115,165,82,204,164,1,1
115,165,81,202,164,1,1
118,163,82,199,164,1,1
115,165,83,199,164,1,1
116,162,83,200,162,1,1
119,160,83,197,162,1,1
119,162,83,195,164,1,1
117,160,83,195,161,1,1
118,159,83,195,161,1,1
121,158,83,194,162,1,1
119,159,83,194,161,1,1
120,155,83,193,159,1,1
121,155,83,191,160,1,1
121,154,82,191,159,1,1
121,154,80,193,159,1,1
121,154,81,192,159,1,1
121,152,82,191,158,1,1
121,154,81,188,159,1,1
121,152,82,189,158,1,1
121,152,81,189,157,1,1
119,152,81,188,156,1,1
121,152,81,188,157,1,1
121,152,82,187,157,1,1
121,150,80,185,156,0,1
121,152,81,184,157,1,1
121,149,80,181,155,1,1
121,147,82,178,153,1,1
121,146,82,174,153,1,1
121,148,80,174,154,1,1
121,148,82,176,154,1,1
121,147,82,177,153,1,1
121,149,81,176,155,1,1
121,149,82,175,155,1,1
121,148,83,173,154,1,1
121,146,83,174,153,1,1
124,148,83,173,156,1,1
122,148,83,171,155,1,1
123,149,84,169,156,1,1
124,148,83,169,156,1,1
126,148,83,168,157,1,1
126,146,84,168,156,1,1
125,146,85,168,156,1,1
126,146,85,170,156,1,1
126,146,83,168,156,1,1
126,145,84,167,155,1,1
126,145,84,167,155,1,1
126,143,84,166,153,1,1
126,143,84,165,153,1,1
127,143,85,165,154,1,1
129,143,87,164,155,1,1
130,142,89,164,155,1,1
132,141,90,166,155,1,1
132,141,90,166,155,1,1
132,140,92,165,154,1,1
132,141,90,166,155,0,1
132,140,88,166,155,0,1
132,138,86,162,153,0,1
132,137,87,161,152,1,1
135,134,87,162,152,1,1
134,134,91,160,151,1,1
134,134,94,159,151,1,1
134,132,94,158,150,1,1
139,133,92,160,153,1,1
139,133,93,159,153,1,1
139,132,96,158,152,1,1
139,130,99,159,151,1,1
144,128,96,157,152,1,1
143,127,98,158,151,1,1
145,127,99,158,152,1,1
145,127,99,157,152,1,1
145,125,100,158,151,1,1
149,125,98,157,153,1,1
149,124,98,157,152,1,1
151,125,98,155,154,1,1
151,124,98,155,153,1,1
152,122,97,155,152,1,1
154,122,99,153,153,1,1
154,121,97,154,152,1,1
156,120,97,153,153,1,1
156,122,97,155,154,1,1
156,120,97,156,153,1,1
159,119,97,155,154,1,1
161,118,98,154,154,1,1
162,118,100,155,155,1,1
162,116,100,153,153,1,1
164,116,99,153,154,1,1
166,116,99,152,156,1,1
167,113,100,154,154,1,1
169,113,99,151,155,1,1
166,112,97,151,152,1,1
169,111,97,152,153,1,1
169,111,97,151,153,1,1
170,110,97,150,153,1,1
171,109,98,149,152,1,1
172,108,99,148,152,1,1
175,106,98,147,152,1,1
175,106,99,148,152,1,1
175,106,98,148,152,1,1
178,106,99,147,154,1,1
180,106,98,148,155,1,1
181,106,97,149,156,1,1
181,106,97,149,156,1,1
181,104,98,147,154,1,1
183,103,98,148,155,1,1
183,101,99,148,152,1,1
185,102,50,149,155,0,1
187,105,29,148,158,0,0
186,102,27,149,155,0,0
187,103,26,148,156,0,0
185,102,28,148,155,0,0
187,103,28,147,156,0,0
184,101,26,145,153,0,0
185,102,27,145,154,0,0
185,100,27,145,153,0,0
186,99,26,143,153,0,0
184,98,26,139,151,0,0
187,98,26,137,153,0,0
184,97,26,137,151,0,0
182,97,25,137,149,0,0
182,97,25,135,149,0,0
181,95,25,134,147,0,0
181,95,26,132,147,0,0
181,94,26,131,146,0,0
181,93,26,129,146,0,0
181,93,25,128,146,0,0
181,92,25,126,145,0,0
181,92,25,125,145,0,0
180,93,40,123,145,0,1
181,97,80,128,149,1,1
181,100,94,128,151,0,1
181,96,95,133,148,0,1
181,93,95,129,145,0,1
181,92,94,123,145,0,1
181,92,83,122,145,0,1
181,98,82,123,150,1,1
181,93,81,122,146,1,1
180,92,84,118,145,1,1
178,92,89,118,143,1,1
181,92,84,115,145,1,1
181,92,89,114,145,1,1
180,92,91,114,144,1,1
181,93,88,115,145,1,1
181,94,89,116,146,1,1
180,95,89,117,146,1,1
180,97,91,118,149,1,1
181,97,91,117,149,1,1
181,97,91,118,149,1,1
182,97,92,119,150,1,1
183,98,91,119,150,1,1
185,97,91,119,150,1,1
185,98,89,120,152,1,1
186,99,89,120,153,1,1
187,100,88,122,154,1,1
187,100,87,122,154,1,1
187,100,89,123,154,1,1
187,100,88,123,154,1,1
187,100,87,123,154,1,1
187,100,86,123,154,1,1
187,100,85,123,154,1,1
187,99,84,123,154,1,1
187,99,85,122,153,1,1
187,100,85,121,154,1,1
187,110,84,126,162,1,1
187,103,84,126,156,1,1
187,103,84,127,156,1,1
187,107,83,129,160,1,1
187,112,83,131,164,1,1
187,118,83,137,169,1,1
187,121,82,138,171,1,1
187,122,82,141,172,1,1
187,126,81,140,175,1,1
187,127,81,142,176,1,1
187,129,81,145,178,1,1
189,132,80,148,181,1,1
187,133,80,149,181,1,1
190,135,80,151,185,1,1
188,136,80,153,184,1,1
187,137,80,154,184,1,1
187,140,79,155,186,1,1
187,144,79,156,190,1,1
187,144,79,159,190,1,1
187,146,78,162,192,1,1
187,146,75,163,192,1,1
188,149,74,164,194,1,1
187,151,75,164,195,1,1
187,154,74,167,198,1,1
187,152,77,169,196,1,1
187,154,78,167,198,1,1
189,157,79,169,201,1,1
187,158,77,172,201,1,1
187,159,77,174,202,1,1
188,160,75,175,203,1,1
189,163,75,178,206,1,1
187,163,74,180,205,1,1
187,166,72,180,208,1,1
187,170,72,181,210,1,1
187,171,72,181,211,1,1
187,175,72,183,214,1,1
187,176,71,184,215,1,1
187,176,71,184,216,1,1
187,179,71,187,218,1,1
187,181,71,189,219,1,1
187,182,71,190,220,1,1
187,184,71,191,222,1,1
185,185,71,191,221,1,1
184,185,70,191,221,1,1
183,187,69,193,222,1,1
181,189,69,194,222,1,1
183,191,69,195,225,1,1
181,193,68,197,225,1,1
181,193,69,199,225,1,1
181,193,69,201,225,1,1
181,194,69,201,227,1,1
181,196,69,201,228,1,1
181,197,69,202,229,1,1
178,200,70,204,229,1,1
177,200,70,205,228,1,1
175,201,69,207,228,1,1
175,202,69,206,229,1,1
175,204,70,207,230,1,1
175,204,70,207,231,1,1
175,206,70,208,232,1,1
175,207,70,210,233,1,1
175,210,70,211,235,1,1
175,210,70,212,235,1,1
174,211,69,213,236,1,1
173,211,69,214,234,1,1
171,212,70,214,234,1,1
170,213,69,213,235,1,1
169,214,69,216,235,1,1
169,214,69,218,235,1,1
169,214,69,218,235,1,1
169,215,69,218,235,1,1
169,216,69,220,236,1,1
169,216,69,221,237,1,1
169,218,69,223,238,1,1
169,219,70,224,238,1,1
169,221,69,224,240,1,1
169,222,69,225,241,1,1
167,223,69,226,240,1,1
164,222,69,226,238,1,1
164,222,69,228,238,1,1
164,223,69,231,238,1,1
162,224,69,231,238,1,1
166,225,70,231,241,1,1
165,225,70,232,240,1,1
167,225,70,235,242,1,1
165,225,70,236,241,1,1
165,227,70,236,242,1,1
164,228,69,235,242,1,1
165,225,68,236,241,1,1
166,226,68,233,242,1,1
162,227,68,233,240,1,1
165,231,68,236,245,1,1
164,231,68,237,244,1,1
162,233,68,238,245,1,1
166,233,68,241,248,1,1
162,233,68,242,245,1,1
162,233,68,241,245,1,1
162,235,68,243,247,1,1
162,236,68,245,248,1,1
162,235,68,244,247,1,1
162,236,68,244,248,1,1
162,236,68,245,248,1,1
162,236,68,246,248,1,1
164,236,68,245,248,1,1
162,239,68,244,250,1,1
162,238,69,247,249,1,1
162,239,69,250,250,1,1
162,239,70,250,250,1,1
162,239,70,252,250,1,1
162,238,70,252,249,1,1
162,236,69,251,248,1,1
162,236,68,250,248,1,1
162,238,68,248,249,1,1
162,238,68,250,249,1,1
162,237,66,251,248,1,1
162,238,67,248,249,1,1
162,239,67,247,250,1,1
162,239,67,248,250,1,1
162,239,68,247,250,1,1
161,237,66,247,248,1,1
162,239,66,248,250,1,1
159,237,66,244,247,1,1
156,236,66,243,244,1,1
156,237,66,244,245,1,1
156,237,66,244,244,1,1
156,239,66,244,246,1,1
156,239,66,246,246,1,1
156,239,66,245,246,1,1
156,239,66,247,246,1,1
156,239,66,244,246,1,1
156,239,66,245,246,1,1
156,239,66,243,246,1,1
156,240,66,244,247,1,1
156,239,66,242,246,1,1
156,242,66,242,248,1,1
156,242,66,244,248,1,1
155,242,66,244,248,1,1
156,243,66,247,249,1,1
155,245,66,247,250,1,1
156,244,66,246,250,1,1
156,244,66,244,250,1,1
156,245,66,243,251,1,1
154,246,67,245,249,1,1
155,247,66,248,252,1,1
156,247,66,249,252,1,1
154,247,66,248,251,1,1
152,247,66,249,250,1,1
154,250,65,249,252,1,1
153,246,66,247,249,1,1
153,247,66,247,250,1,1
151,244,66,246,247,1,1
151,245,66,246,247,1,1
152,247,66,246,249,1,1
151,246,66,245,248,1,1
152,247,66,246,249,1,1
152,247,66,245,249,1,1
151,247,66,247,249,1,1
154,248,65,248,251,1,1
151,249,66,248,250,1,1
151,248,67,254,250,1,1
151,249,66,253,250,1,1
151,250,67,254,251,1,1
151,250,66,254,251,1,1
151,250,67,252,251,1,1
151,250,67,252,251,1,1
151,250,67,251,251,1,1
151,250,67,248,251,1,1
151,250,67,251,251,1,1
151,252,65,252,252,1,1
151,252,67,252,253,1,1
151,252,66,252,253,1,1
151,252,65,252,252,1,1
151,253,66,253,253,1,1
151,252,66,251,253,1,1
152,252,65,253,253,1,1
151,253,65,253,253,1,1
151,255,65,255,255,1,1
151,252,65,253,253,1,1
151,250,65,250,251,1,1
151,250,65,251,251,1,1
151,250,65,252,251,1,1
151,248,65,250,249,1,1
152,250,65,251,252,1,1
151,249,65,250,250,1,1
151,249,65,247,250,1,1
151,247,65,246,248,1,1
151,247,65,244,249,1,1
151,246,65,243,248,1,1
151,247,65,241,249,1,1
151,247,65,243,249,1,1
151,244,65,244,247,1,1
151,244,65,242,247,1,1
151,244,65,239,247,1,1
151,243,65,243,246,1,1
151,244,65,242,247,1,1
151,244,65,242,247,1,1
151,242,65,239,245,1,1
151,243,65,237,246,1,1
152,241,65,238,245,1,1
153,240,65,237,245,1,1
155,242,65,237,247,1,1
153,242,65,239,246,1,1
152,242,65,241,245,1,1
151,242,65,242,244,1,1
151,239,65,238,243,1,1
151,240,65,238,243,1,1
151,240,65,240,244,1,1
151,241,65,238,244,1,1
151,239,65,232,242,1,1
151,238,65,231,242,1,1
149,237,65,229,239,1,1
150,238,65,232,241,1,1
151,239,65,229,242,1,1
151,236,64,228,240,1,1
149,234,65,227,238,1,1
149,235,63,227,238,1,1
151,235,64,226,240,1,1
149,234,64,225,238,1,1
151,233,65,228,238,1,1
148,232,63,224,235,1,1
151,233,64,224,238,1,1
145,230,62,224,232,1,1
145,230,63,221,232,1,1
145,231,62,221,232,1,1
145,231,62,220,232,1,1
145,229,62,221,231,1,1
145,230,62,218,232,1,1
145,230,62,217,231,1,1
145,227,62,215,229,1,1
145,227,62,212,229,1,1
145,227,62,212,229,1,1
145,225,62,214,227,1,1
145,223,62,212,226,1,1
145,224,62,212,227,1,1
145,222,64,212,225,1,1
145,221,63,211,225,1,1
145,221,63,209,225,1,1
145,219,62,207,223,1,1
145,219,62,205,223,1,1
145,217,62,205,222,1,1
145,218,62,206,222,1,1
145,217,62,205,222,1,1
145,217,62,206,222,1,1
145,217,62,205,222,1,1
145,219,62,204,223,1,1
145,217,62,203,222,1,1
145,218,0,203,222,0,0
143,216,0,203,220,0,0
139,217,0,201,218,0,0
139,217,0,199,218,0,0
139,217,0,197,218,0,0
136,217,0,199,216,0,0
132,216,0,198,213,0,0
132,217,0,197,214,0,0
132,216,0,194,213,0,0
131,216,0,192,212,0,0
130,217,0,191,212,0,0
126,214,0,187,208,0,0
125,213,0,186,206,0,0
123,214,0,185,205,0,0
121,209,0,185,201,0,0
121,210,0,182,201,0,0
121,211,0,180,201,0,0
116,209,0,178,197,0,0
115,209,0,177,196,0,0
115,207,0,175,195,0,0
115,206,0,173,194,0,0
115,204,0,173,192,0,0
110,202,0,172,188,0,0
109,200,0,169,186,0,0
109,198,0,167,184,0,0
109,198,0,165,184,0,0
104,195,0,163,179,0,0
102,195,0,161,178,0,0
106,193,0,159,179,0,0
102,193,0,157,177,0,0
102,193,0,157,177,0,0
102,193,0,158,177,0,0
102,192,0,155,176,0,0
102,193,0,154,177,0,0
102,193,0,152,177,0,0
96,187,0,150,169,0,0
97,187,0,147,170,0,0
97,187,0,147,170,0,0
96,186,0,146,169,0,0
96,184,0,146,167,0,0
92,184,0,145,165,0,0
90,184,0,143,164,0,0
90,184,0,142,164,0,0
90,184,0,139,163,0,0
90,184,0,138,163,0,0
90,184,0,137,164,0,0
90,182,0,136,162,0,0
90,182,0,134,162,0,0
89,182,0,133,161,0,0
89,181,0,134,160,0,0
86,180,0,135,158,0,0
84,178,0,133,155,0,0
84,178,0,132,156,0,0
84,177,0,133,155,0,0
84,176,0,130,154,0,0
84,176,0,129,154,0,0
84,175,0,128,154,0,0
84,174,0,126,153,0,0
84,174,0,125,153,0,0
84,174,0,124,153,0,0
84,174,0,123,153,0,0
84,173,0,123,152,0,0
84,173,0,123,152,0,0
84,171,0,122,150,0,0
84,171,0,121,150,0,0
83,170,0,120,149,0,0
84,168,0,119,148,0,0
82,168,0,117,147,0,0
80,168,0,116,146,0,0
78,168,0,114,145,0,0
78,167,0,114,145,0,0
78,166,0,113,144,0,0
78,167,0,112,144,0,0
78,165,0,111,143,0,0
78,165,0,110,143,0,0
78,163,0,110,141,0,0
78,163,0,109,141,0,0
78,163,0,109,141,0,0
78,161,0,108,140,0,0
78,162,0,108,141,0,0
78,163,0,106,141,0,0
